@relation Dataset

@attribute 'Loan Range' {'a $5-10 million','b $2-5 million','c $1-2 million','\"d $350,000-1 million\"','\"e $150,000-350,000\"'}
@attribute Zip {00000,98052,98101,98372,98058,98001,98004,98409,98033,98660,98466,98134,98271,99352,98661,98133,98902,98203,98815,98275,98027,98225,98006,99202,98108,98903,98047,98520,98662,98188,98007,98168,98032,99216,98114,98233,98104,98284,98801,98311,98445,98335,99206,98422,98008,98005,98204,98072,98604,98374,98003,98665,99350,98499,98021,98109,98607,98199,98002,98584,98402,98144,98105,98201,98632,98103,98121,99201,98057,98038,98390,98443,98683,99336,98012,99338,98403,98424,98368,98119,99016,99354,99212,98926,98248,98226,98164,98264,98122,98671,98028,98040,98506,98229,98208,98847,99220,98117,98401,98516,99301,98354,98107,98383,98467,98532,98908,98826,98125,98371,98663,98664,99344,99328,98841,98360,98034,98421,98391,98011,98642,98337,98221,99224,98127,99133,98257,98802,98074,98444,98840,98110,98272,98512,98373,98419,99019,98405,98541,98951,98909,98126,98685,98046,98332,98948,98056,98249,98290,98136,99204,98045,98682,98155,98321,98292,99001,98230,98620,99006,98816,98356,98668,99122,98626,98942,98277,98050,98848,98837,98501,98087,98346,98244,98595,98502,98009,98586,98070,98106,98503,99156,99180,98392,98223,98035,98010,98624,98672,99111,98065,98331,99207,98177,98936,98115,98605,98036,98557,99223,98406,98684,98092,98901,98930,99218,98102,98232,99114,99362,98370,98252,98124,98580,98568,98952,98206,98407,98148,98674,98026,98118,98031,98043,99217,98296,98022,98165,98273,98591,98270,98932,98531,98077,98112,98019,98686,98083,98446,98258,98907,99141,98923,99403,98059,98274,98944,98411,98071,98029,98666,98166,98295,99208,99166,99337,98938,98312,98154,98362,98178,98812,99213,98235,98941,98327,98597,98042,98020,98509,98037,98382,98831,99320,98227,98629,99109,98250,99205,98592,98198,98855,98245,98844,98051,98363,98823,98367,99169,99357,98857,98606,98161,98922,99302,98247,98496,98404,98055,98415,89502,98563,98338,98366,98513,98260,99025,99219,98116,99004,98631,99027,99029,98024,98579,99324,99343,98375,98610,98158,99353,98053,98498,98935,98023,99349,98577,98564,98291,98542,99163,98282,99330,98507,98339,98014,99203,99356,98030,98843,99026,98528,99117,98236,99181,98596,98228,98933,99214,98329,98387,99209,99211,98640,98262,99347,98465,98330,98082,98555,98856,98550,98953,98408,99037,98138,99215,98850,98612,99119,98328,98611,98418,98619,98357,98601,99103,99021,98527,98146,99022,98558,99005,98286,98569,98359,98310,98365,98194,98237,98448,98239,98576,98821,99326,98937,98438,98648,98571,99033,98639,99210,99012,98039,98349,98862,98807,98511,98822,98075,98590,98241,98947,98013,99110,98537,98625,98015,99323,99023,98195,98858,99032,98276,98464,99031,98836,98828,98439,98325,99346,99155,98238,99173,98333,98281,98617,98141,98675,98394,98417,98589,98240,98490,98220,98139,99009,98251,99360,98255,98548,98294,98304,99361,99115,98261,98388,98380,98824,98832,98833,98267,98827,98570,98650,98645,98638,98358,99228,98562,98324,98673,98350,98587,98376,98073,99140,99003,98834,98851,98041,98566,98846,93280,98280,98340}
@attribute 'Jobs Retained' numeric

@data
'\"e $150,000-350,000\"',98037,15
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',98638,19
'\"e $150,000-350,000\"',98115,12
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98052,11
'\"e $150,000-350,000\"',98516,27
'\"e $150,000-350,000\"',98057,24
'\"e $150,000-350,000\"',98801,13
'\"e $150,000-350,000\"',98499,13
'\"e $150,000-350,000\"',98661,10
'\"e $150,000-350,000\"',98660,11
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98292,26
'\"e $150,000-350,000\"',98944,32
'\"e $150,000-350,000\"',98002,13
'\"e $150,000-350,000\"',98383,25
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',99217,0
'\"e $150,000-350,000\"',98001,28
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',98841,23
'\"e $150,000-350,000\"',98843,16
'\"e $150,000-350,000\"',98387,15
'\"e $150,000-350,000\"',98112,25
'\"e $150,000-350,000\"',98105,22
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',98188,34
'\"e $150,000-350,000\"',98408,10
'\"e $150,000-350,000\"',98104,16
'\"e $150,000-350,000\"',98421,0
'\"e $150,000-350,000\"',98122,11
'\"e $150,000-350,000\"',99208,0
'\"e $150,000-350,000\"',99201,22
'\"e $150,000-350,000\"',98802,30
'\"e $150,000-350,000\"',98926,0
'\"e $150,000-350,000\"',98125,0
'\"e $150,000-350,000\"',99218,19
'\"e $150,000-350,000\"',98047,21
'\"e $150,000-350,000\"',98024,0
'\"e $150,000-350,000\"',98122,17
'\"e $150,000-350,000\"',98296,29
'\"e $150,000-350,000\"',98296,23
'\"e $150,000-350,000\"',98042,13
'\"e $150,000-350,000\"',98837,18
'\"e $150,000-350,000\"',98058,9
'\"e $150,000-350,000\"',98801,37
'\"e $150,000-350,000\"',98104,6
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98034,20
'\"e $150,000-350,000\"',98225,42
'\"e $150,000-350,000\"',98032,33
'\"e $150,000-350,000\"',98038,13
'\"e $150,000-350,000\"',98371,40
'\"e $150,000-350,000\"',98115,18
'\"e $150,000-350,000\"',99352,15
'\"e $150,000-350,000\"',98166,12
'\"e $150,000-350,000\"',98055,15
'\"e $150,000-350,000\"',98661,21
'\"e $150,000-350,000\"',98121,35
'\"e $150,000-350,000\"',98597,46
'\"e $150,000-350,000\"',98277,17
'\"e $150,000-350,000\"',98370,0
'\"e $150,000-350,000\"',98226,18
'\"e $150,000-350,000\"',98110,21
'\"e $150,000-350,000\"',98108,25
'\"e $150,000-350,000\"',98467,29
'\"e $150,000-350,000\"',99141,0
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98275,30
'\"e $150,000-350,000\"',98532,29
'\"e $150,000-350,000\"',98056,0
'\"e $150,000-350,000\"',98059,36
'\"e $150,000-350,000\"',98424,55
'\"e $150,000-350,000\"',98446,0
'\"e $150,000-350,000\"',98660,14
'\"e $150,000-350,000\"',98944,113
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98121,16
'\"e $150,000-350,000\"',98034,0
'\"e $150,000-350,000\"',99156,23
'\"e $150,000-350,000\"',99218,23
'\"e $150,000-350,000\"',98310,12
'\"e $150,000-350,000\"',98057,15
'\"e $150,000-350,000\"',98004,10
'\"e $150,000-350,000\"',98133,20
'\"e $150,000-350,000\"',98104,1
'\"e $150,000-350,000\"',98103,7
'\"e $150,000-350,000\"',98012,0
'\"e $150,000-350,000\"',98006,9
'\"e $150,000-350,000\"',98248,19
'\"e $150,000-350,000\"',98115,14
'\"e $150,000-350,000\"',98007,0
'\"e $150,000-350,000\"',98421,15
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98117,21
'\"e $150,000-350,000\"',98103,35
'\"e $150,000-350,000\"',98501,29
'\"e $150,000-350,000\"',98684,27
'\"e $150,000-350,000\"',98512,29
'\"e $150,000-350,000\"',98366,10
'\"e $150,000-350,000\"',98271,7
'\"e $150,000-350,000\"',98661,32
'\"e $150,000-350,000\"',99212,25
'\"e $150,000-350,000\"',98101,15
'\"e $150,000-350,000\"',98026,12
'\"e $150,000-350,000\"',98121,17
'\"e $150,000-350,000\"',98125,0
'\"e $150,000-350,000\"',98042,0
'\"e $150,000-350,000\"',98501,6
'\"e $150,000-350,000\"',98107,13
'\"e $150,000-350,000\"',98312,0
'\"e $150,000-350,000\"',98626,16
'\"e $150,000-350,000\"',98513,11
'\"e $150,000-350,000\"',98104,9
'\"e $150,000-350,000\"',98106,21
'\"e $150,000-350,000\"',98226,24
'\"e $150,000-350,000\"',98107,24
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',99354,34
'\"e $150,000-350,000\"',98101,48
'\"e $150,000-350,000\"',98004,17
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98248,21
'\"e $150,000-350,000\"',98332,10
'\"e $150,000-350,000\"',98276,16
'\"e $150,000-350,000\"',98244,0
'\"e $150,000-350,000\"',98264,16
'\"e $150,000-350,000\"',98247,13
'\"e $150,000-350,000\"',98108,10
'\"e $150,000-350,000\"',98040,12
'\"e $150,000-350,000\"',98264,10
'\"e $150,000-350,000\"',98053,13
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98233,0
'\"e $150,000-350,000\"',98233,33
'\"e $150,000-350,000\"',98358,0
'\"e $150,000-350,000\"',98022,20
'\"e $150,000-350,000\"',99163,16
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98520,0
'\"e $150,000-350,000\"',98103,20
'\"e $150,000-350,000\"',98516,22
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',99114,26
'\"e $150,000-350,000\"',98108,12
'\"e $150,000-350,000\"',99343,19
'\"e $150,000-350,000\"',98045,0
'\"e $150,000-350,000\"',98045,0
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98201,18
'\"e $150,000-350,000\"',98822,24
'\"e $150,000-350,000\"',98155,0
'\"e $150,000-350,000\"',98005,0
'\"e $150,000-350,000\"',98264,65
'\"e $150,000-350,000\"',98248,24
'\"e $150,000-350,000\"',98208,12
'\"e $150,000-350,000\"',98601,25
'\"e $150,000-350,000\"',98604,14
'\"e $150,000-350,000\"',99216,62
'\"e $150,000-350,000\"',98370,22
'\"e $150,000-350,000\"',98033,10
'\"e $150,000-350,000\"',98032,27
'\"e $150,000-350,000\"',98109,12
'\"e $150,000-350,000\"',98133,15
'\"e $150,000-350,000\"',98125,21
'\"e $150,000-350,000\"',98225,15
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',99207,0
'\"e $150,000-350,000\"',98001,14
'\"e $150,000-350,000\"',98848,0
'\"e $150,000-350,000\"',98103,25
'\"e $150,000-350,000\"',98108,20
'\"e $150,000-350,000\"',98102,0
'\"e $150,000-350,000\"',98407,32
'\"e $150,000-350,000\"',98126,9
'\"e $150,000-350,000\"',98840,23
'\"e $150,000-350,000\"',99218,21
'\"e $150,000-350,000\"',99205,95
'\"e $150,000-350,000\"',98125,35
'\"e $150,000-350,000\"',98121,15
'\"e $150,000-350,000\"',98802,19
'\"e $150,000-350,000\"',98101,7
'\"e $150,000-350,000\"',98115,0
'\"e $150,000-350,000\"',98346,0
'\"e $150,000-350,000\"',99223,0
'\"e $150,000-350,000\"',99006,4
'\"e $150,000-350,000\"',98052,39
'\"e $150,000-350,000\"',98103,6
'\"e $150,000-350,000\"',98226,16
'\"e $150,000-350,000\"',98115,114
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',98119,10
'\"e $150,000-350,000\"',98119,0
'\"e $150,000-350,000\"',98011,35
'\"e $150,000-350,000\"',98034,30
'\"e $150,000-350,000\"',98103,11
'\"e $150,000-350,000\"',98258,20
'\"e $150,000-350,000\"',99336,8
'\"e $150,000-350,000\"',98660,0
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98011,54
'\"e $150,000-350,000\"',98229,39
'\"e $150,000-350,000\"',98011,17
'\"e $150,000-350,000\"',98229,28
'\"e $150,000-350,000\"',98903,0
'\"e $150,000-350,000\"',98604,39
'\"e $150,000-350,000\"',99207,25
'\"e $150,000-350,000\"',99208,0
'\"e $150,000-350,000\"',98204,22
'\"e $150,000-350,000\"',98188,23
'\"e $150,000-350,000\"',98671,21
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98366,26
'\"e $150,000-350,000\"',99301,21
'\"e $150,000-350,000\"',98208,27
'\"e $150,000-350,000\"',98033,25
'\"e $150,000-350,000\"',98077,11
'\"e $150,000-350,000\"',98116,22
'\"e $150,000-350,000\"',99202,34
'\"e $150,000-350,000\"',98682,29
'\"e $150,000-350,000\"',99301,0
'\"e $150,000-350,000\"',99016,30
'\"e $150,000-350,000\"',98004,34
'\"e $150,000-350,000\"',98247,10
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98002,28
'\"e $150,000-350,000\"',99362,19
'\"e $150,000-350,000\"',98034,15
'\"e $150,000-350,000\"',98390,0
'\"e $150,000-350,000\"',98233,0
'\"e $150,000-350,000\"',98632,0
'\"e $150,000-350,000\"',98225,22
'\"e $150,000-350,000\"',98105,0
'\"e $150,000-350,000\"',98354,21
'\"e $150,000-350,000\"',98144,0
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',98003,9
'\"e $150,000-350,000\"',98409,0
'\"e $150,000-350,000\"',98225,26
'\"e $150,000-350,000\"',99202,14
'\"e $150,000-350,000\"',98057,17
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98203,0
'\"e $150,000-350,000\"',98684,15
'\"e $150,000-350,000\"',98188,0
'\"e $150,000-350,000\"',98146,0
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98109,20
'\"e $150,000-350,000\"',98188,9
'\"e $150,000-350,000\"',98901,40
'\"e $150,000-350,000\"',99208,40
'\"e $150,000-350,000\"',98296,20
'\"e $150,000-350,000\"',98684,25
'\"e $150,000-350,000\"',98052,20
'\"e $150,000-350,000\"',98188,1
'\"e $150,000-350,000\"',98155,61
'\"e $150,000-350,000\"',98233,15
'\"e $150,000-350,000\"',98031,11
'\"e $150,000-350,000\"',99216,0
'\"e $150,000-350,000\"',98626,27
'\"e $150,000-350,000\"',98065,8
'\"e $150,000-350,000\"',99301,0
'\"e $150,000-350,000\"',98155,21
'\"e $150,000-350,000\"',98684,24
'\"e $150,000-350,000\"',98103,21
'\"e $150,000-350,000\"',98115,32
'\"e $150,000-350,000\"',98661,28
'\"e $150,000-350,000\"',98198,20
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98902,10
'\"e $150,000-350,000\"',98296,0
'\"e $150,000-350,000\"',98052,14
'\"e $150,000-350,000\"',98292,24
'\"e $150,000-350,000\"',98922,32
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98248,12
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',99163,0
'\"e $150,000-350,000\"',98499,0
'\"e $150,000-350,000\"',98248,17
'\"e $150,000-350,000\"',98027,19
'\"e $150,000-350,000\"',98020,16
'\"e $150,000-350,000\"',98032,8
'\"e $150,000-350,000\"',98264,13
'\"e $150,000-350,000\"',99206,20
'\"e $150,000-350,000\"',98119,15
'\"e $150,000-350,000\"',98036,3
'\"e $150,000-350,000\"',98104,9
'\"e $150,000-350,000\"',98058,43
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',98406,35
'\"e $150,000-350,000\"',98057,0
'\"e $150,000-350,000\"',98032,75
'\"e $150,000-350,000\"',98662,12
'\"e $150,000-350,000\"',98022,18
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',99212,24
'\"e $150,000-350,000\"',98339,11
'\"e $150,000-350,000\"',98134,22
'\"e $150,000-350,000\"',99207,22
'\"e $150,000-350,000\"',98901,0
'\"e $150,000-350,000\"',98105,17
'\"e $150,000-350,000\"',99023,42
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',99228,0
'\"e $150,000-350,000\"',98816,27
'\"e $150,000-350,000\"',98225,25
'\"e $150,000-350,000\"',98264,12
'\"e $150,000-350,000\"',98052,10
'\"e $150,000-350,000\"',99201,36
'\"e $150,000-350,000\"',98040,21
'\"e $150,000-350,000\"',98201,25
'\"e $150,000-350,000\"',98103,24
'\"e $150,000-350,000\"',98855,68
'\"e $150,000-350,000\"',99224,31
'\"e $150,000-350,000\"',99208,25
'\"e $150,000-350,000\"',98021,21
'\"e $150,000-350,000\"',98579,21
'\"e $150,000-350,000\"',98408,19
'\"e $150,000-350,000\"',98512,12
'\"e $150,000-350,000\"',98109,12
'\"e $150,000-350,000\"',98107,26
'\"e $150,000-350,000\"',98439,22
'\"e $150,000-350,000\"',98801,20
'\"e $150,000-350,000\"',98119,17
'\"e $150,000-350,000\"',98401,34
'\"e $150,000-350,000\"',98122,20
'\"e $150,000-350,000\"',98002,34
'\"e $150,000-350,000\"',99223,0
'\"e $150,000-350,000\"',98136,23
'\"e $150,000-350,000\"',98248,19
'\"e $150,000-350,000\"',98103,28
'\"e $150,000-350,000\"',98115,10
'\"e $150,000-350,000\"',98604,15
'\"e $150,000-350,000\"',98604,18
'\"e $150,000-350,000\"',98104,11
'\"e $150,000-350,000\"',98225,35
'\"e $150,000-350,000\"',98421,35
'\"e $150,000-350,000\"',98532,13
'\"e $150,000-350,000\"',98660,28
'\"e $150,000-350,000\"',98686,0
'\"e $150,000-350,000\"',99301,64
'\"e $150,000-350,000\"',98661,13
'\"e $150,000-350,000\"',99353,21
'\"e $150,000-350,000\"',98003,19
'\"e $150,000-350,000\"',99337,14
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98226,9
'\"e $150,000-350,000\"',98074,21
'\"e $150,000-350,000\"',98104,14
'\"e $150,000-350,000\"',98204,0
'\"e $150,000-350,000\"',99202,34
'\"e $150,000-350,000\"',98516,0
'\"e $150,000-350,000\"',98052,7
'\"e $150,000-350,000\"',98104,17
'\"e $150,000-350,000\"',98422,20
'\"e $150,000-350,000\"',98057,8
'\"e $150,000-350,000\"',98812,14
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98282,20
'\"e $150,000-350,000\"',99201,27
'\"e $150,000-350,000\"',98466,23
'\"e $150,000-350,000\"',98501,20
'\"e $150,000-350,000\"',98310,78
'\"e $150,000-350,000\"',99217,17
'\"e $150,000-350,000\"',98499,28
'\"e $150,000-350,000\"',98932,11
'\"e $150,000-350,000\"',98277,0
'\"e $150,000-350,000\"',98277,0
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98383,28
'\"e $150,000-350,000\"',98382,25
'\"e $150,000-350,000\"',98684,28
'\"e $150,000-350,000\"',99218,36
'\"e $150,000-350,000\"',98074,16
'\"e $150,000-350,000\"',98116,10
'\"e $150,000-350,000\"',99207,46
'\"e $150,000-350,000\"',98109,11
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98107,25
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98121,18
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98103,25
'\"e $150,000-350,000\"',99201,9
'\"e $150,000-350,000\"',98660,22
'\"e $150,000-350,000\"',98595,26
'\"e $150,000-350,000\"',98562,30
'\"e $150,000-350,000\"',98199,34
'\"e $150,000-350,000\"',98409,58
'\"e $150,000-350,000\"',98226,15
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',98057,0
'\"e $150,000-350,000\"',98335,38
'\"e $150,000-350,000\"',98057,14
'\"e $150,000-350,000\"',98902,0
'\"e $150,000-350,000\"',98498,68
'\"e $150,000-350,000\"',98108,19
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98115,18
'\"e $150,000-350,000\"',98119,28
'\"e $150,000-350,000\"',98118,0
'\"e $150,000-350,000\"',98328,13
'\"e $150,000-350,000\"',98115,23
'\"e $150,000-350,000\"',98042,20
'\"e $150,000-350,000\"',98272,10
'\"e $150,000-350,000\"',98223,18
'\"e $150,000-350,000\"',98233,24
'\"e $150,000-350,000\"',98391,14
'\"e $150,000-350,000\"',98338,18
'\"e $150,000-350,000\"',99217,29
'\"e $150,000-350,000\"',98840,19
'\"e $150,000-350,000\"',98466,29
'\"e $150,000-350,000\"',98902,40
'\"e $150,000-350,000\"',99352,17
'\"e $150,000-350,000\"',98862,35
'\"e $150,000-350,000\"',98335,16
'\"e $150,000-350,000\"',98903,0
'\"e $150,000-350,000\"',98072,20
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98662,25
'\"e $150,000-350,000\"',98102,20
'\"e $150,000-350,000\"',99302,16
'\"e $150,000-350,000\"',98225,0
'\"e $150,000-350,000\"',98663,24
'\"e $150,000-350,000\"',98225,13
'\"e $150,000-350,000\"',98506,0
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98501,20
'\"e $150,000-350,000\"',98501,30
'\"e $150,000-350,000\"',98502,30
'\"e $150,000-350,000\"',98502,36
'\"e $150,000-350,000\"',98584,36
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98512,18
'\"e $150,000-350,000\"',98502,0
'\"e $150,000-350,000\"',98506,0
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98188,15
'\"e $150,000-350,000\"',98119,18
'\"e $150,000-350,000\"',98119,9
'\"e $150,000-350,000\"',98506,0
'\"e $150,000-350,000\"',98005,12
'\"e $150,000-350,000\"',98108,58
'\"e $150,000-350,000\"',98382,21
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',98516,19
'\"e $150,000-350,000\"',98362,21
'\"e $150,000-350,000\"',98424,0
'\"e $150,000-350,000\"',98031,21
'\"e $150,000-350,000\"',98003,16
'\"e $150,000-350,000\"',98501,18
'\"e $150,000-350,000\"',98027,6
'\"e $150,000-350,000\"',98072,28
'\"e $150,000-350,000\"',98362,25
'\"e $150,000-350,000\"',98685,34
'\"e $150,000-350,000\"',98604,15
'\"e $150,000-350,000\"',98043,0
'\"e $150,000-350,000\"',98382,14
'\"e $150,000-350,000\"',98528,8
'\"e $150,000-350,000\"',98362,14
'\"e $150,000-350,000\"',98660,17
'\"e $150,000-350,000\"',98188,21
'\"e $150,000-350,000\"',98631,18
'\"e $150,000-350,000\"',98275,0
'\"e $150,000-350,000\"',98801,66
'\"e $150,000-350,000\"',99218,4
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98662,17
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98812,43
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98119,12
'\"e $150,000-350,000\"',98499,17
'\"e $150,000-350,000\"',98104,18
'\"e $150,000-350,000\"',98011,9
'\"e $150,000-350,000\"',98801,22
'\"e $150,000-350,000\"',98121,23
'\"e $150,000-350,000\"',98101,10
'\"e $150,000-350,000\"',98011,13
'\"e $150,000-350,000\"',98685,10
'\"e $150,000-350,000\"',98665,13
'\"e $150,000-350,000\"',98660,12
'\"e $150,000-350,000\"',98684,65
'\"e $150,000-350,000\"',98052,57
'\"e $150,000-350,000\"',98144,0
'\"e $150,000-350,000\"',98660,30
'\"e $150,000-350,000\"',98104,11
'\"e $150,000-350,000\"',98335,0
'\"e $150,000-350,000\"',99206,0
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98188,19
'\"e $150,000-350,000\"',98122,17
'\"e $150,000-350,000\"',98101,15
'\"e $150,000-350,000\"',98101,10
'\"e $150,000-350,000\"',98101,8
'\"e $150,000-350,000\"',98506,0
'\"e $150,000-350,000\"',99205,25
'\"e $150,000-350,000\"',98052,13
'\"e $150,000-350,000\"',98275,28
'\"e $150,000-350,000\"',98201,14
'\"e $150,000-350,000\"',98001,19
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98671,27
'\"e $150,000-350,000\"',98662,35
'\"e $150,000-350,000\"',98662,29
'\"e $150,000-350,000\"',98006,19
'\"e $150,000-350,000\"',98662,37
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98204,38
'\"e $150,000-350,000\"',98178,31
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98296,15
'\"e $150,000-350,000\"',99350,44
'\"e $150,000-350,000\"',98001,0
'\"e $150,000-350,000\"',98020,13
'\"e $150,000-350,000\"',99344,0
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98532,18
'\"e $150,000-350,000\"',98121,9
'\"e $150,000-350,000\"',98382,29
'\"e $150,000-350,000\"',98685,0
'\"e $150,000-350,000\"',98119,16
'\"e $150,000-350,000\"',98002,8
'\"e $150,000-350,000\"',98028,20
'\"e $150,000-350,000\"',98125,11
'\"e $150,000-350,000\"',98104,20
'\"e $150,000-350,000\"',98110,15
'\"e $150,000-350,000\"',98052,30
'\"e $150,000-350,000\"',98225,18
'\"e $150,000-350,000\"',98335,35
'\"e $150,000-350,000\"',98115,36
'\"e $150,000-350,000\"',98446,45
'\"e $150,000-350,000\"',98335,0
'\"e $150,000-350,000\"',98022,28
'\"e $150,000-350,000\"',98686,12
'\"e $150,000-350,000\"',98115,20
'\"e $150,000-350,000\"',98296,12
'\"e $150,000-350,000\"',98245,35
'\"e $150,000-350,000\"',98848,0
'\"e $150,000-350,000\"',98001,48
'\"e $150,000-350,000\"',98225,18
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98052,17
'\"e $150,000-350,000\"',98033,12
'\"e $150,000-350,000\"',98004,16
'\"e $150,000-350,000\"',98033,10
'\"e $150,000-350,000\"',98005,0
'\"e $150,000-350,000\"',98516,8
'\"e $150,000-350,000\"',98922,21
'\"e $150,000-350,000\"',98104,12
'\"e $150,000-350,000\"',98232,15
'\"e $150,000-350,000\"',98901,20
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',99336,26
'\"e $150,000-350,000\"',98446,0
'\"e $150,000-350,000\"',98006,0
'\"e $150,000-350,000\"',98148,17
'\"e $150,000-350,000\"',98951,15
'\"e $150,000-350,000\"',98107,18
'\"e $150,000-350,000\"',98057,16
'\"e $150,000-350,000\"',98499,32
'\"e $150,000-350,000\"',98001,15
'\"e $150,000-350,000\"',99362,157
'\"e $150,000-350,000\"',98006,11
'\"e $150,000-350,000\"',98134,20
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98108,19
'\"e $150,000-350,000\"',98903,13
'\"e $150,000-350,000\"',98201,23
'\"e $150,000-350,000\"',98855,25
'\"e $150,000-350,000\"',98390,0
'\"e $150,000-350,000\"',98685,10
'\"e $150,000-350,000\"',98584,0
'\"e $150,000-350,000\"',98005,11
'\"e $150,000-350,000\"',98203,0
'\"e $150,000-350,000\"',98404,21
'\"e $150,000-350,000\"',98404,21
'\"e $150,000-350,000\"',98208,9
'\"e $150,000-350,000\"',98047,30
'\"e $150,000-350,000\"',98036,0
'\"e $150,000-350,000\"',98506,28
'\"e $150,000-350,000\"',98682,9
'\"e $150,000-350,000\"',98221,7
'\"e $150,000-350,000\"',98264,11
'\"e $150,000-350,000\"',98104,19
'\"e $150,000-350,000\"',98801,21
'\"e $150,000-350,000\"',98685,29
'\"e $150,000-350,000\"',98155,18
'\"e $150,000-350,000\"',98121,40
'\"e $150,000-350,000\"',98229,23
'\"e $150,000-350,000\"',98107,0
'\"e $150,000-350,000\"',98144,20
'\"e $150,000-350,000\"',98101,22
'\"e $150,000-350,000\"',98032,30
'\"e $150,000-350,000\"',98188,16
'\"e $150,000-350,000\"',98408,17
'\"e $150,000-350,000\"',98275,10
'\"e $150,000-350,000\"',98270,0
'\"e $150,000-350,000\"',98402,29
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98001,0
'\"e $150,000-350,000\"',98125,22
'\"e $150,000-350,000\"',98003,36
'\"e $150,000-350,000\"',98108,10
'\"e $150,000-350,000\"',98020,0
'\"e $150,000-350,000\"',98168,19
'\"e $150,000-350,000\"',98577,18
'\"e $150,000-350,000\"',98499,17
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98405,12
'\"e $150,000-350,000\"',98346,21
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98032,10
'\"e $150,000-350,000\"',98801,0
