@relation Dataset

@attribute 'Loan Range' {'a $5-10 million','b $2-5 million','c $1-2 million','\"d $350,000-1 million\"','\"e $150,000-350,000\"'}
@attribute Zip {00000,98052,98101,98372,98058,98001,98004,98409,98033,98660,98466,98134,98271,99352,98661,98133,98902,98203,98815,98275,98027,98225,98006,99202,98108,98903,98047,98520,98662,98188,98007,98168,98032,99216,98114,98233,98104,98284,98801,98311,98445,98335,99206,98422,98008,98005,98204,98072,98604,98374,98003,98665,99350,98499,98021,98109,98607,98199,98002,98584,98402,98144,98105,98201,98632,98103,98121,99201,98057,98038,98390,98443,98683,99336,98012,99338,98403,98424,98368,98119,99016,99354,99212,98926,98248,98226,98164,98264,98122,98671,98028,98040,98506,98229,98208,98847,99220,98117,98401,98516,99301,98354,98107,98383,98467,98532,98908,98826,98125,98371,98663,98664,99344,99328,98841,98360,98034,98421,98391,98011,98642,98337,98221,99224,98127,99133,98257,98802,98074,98444,98840,98110,98272,98512,98373,98419,99019,98405,98541,98951,98909,98126,98685,98046,98332,98948,98056,98249,98290,98136,99204,98045,98682,98155,98321,98292,99001,98230,98620,99006,98816,98356,98668,99122,98626,98942,98277,98050,98848,98837,98501,98087,98346,98244,98595,98502,98009,98586,98070,98106,98503,99156,99180,98392,98223,98035,98010,98624,98672,99111,98065,98331,99207,98177,98936,98115,98605,98036,98557,99223,98406,98684,98092,98901,98930,99218,98102,98232,99114,99362,98370,98252,98124,98580,98568,98952,98206,98407,98148,98674,98026,98118,98031,98043,99217,98296,98022,98165,98273,98591,98270,98932,98531,98077,98112,98019,98686,98083,98446,98258,98907,99141,98923,99403,98059,98274,98944,98411,98071,98029,98666,98166,98295,99208,99166,99337,98938,98312,98154,98362,98178,98812,99213,98235,98941,98327,98597,98042,98020,98509,98037,98382,98831,99320,98227,98629,99109,98250,99205,98592,98198,98855,98245,98844,98051,98363,98823,98367,99169,99357,98857,98606,98161,98922,99302,98247,98496,98404,98055,98415,89502,98563,98338,98366,98513,98260,99025,99219,98116,99004,98631,99027,99029,98024,98579,99324,99343,98375,98610,98158,99353,98053,98498,98935,98023,99349,98577,98564,98291,98542,99163,98282,99330,98507,98339,98014,99203,99356,98030,98843,99026,98528,99117,98236,99181,98596,98228,98933,99214,98329,98387,99209,99211,98640,98262,99347,98465,98330,98082,98555,98856,98550,98953,98408,99037,98138,99215,98850,98612,99119,98328,98611,98418,98619,98357,98601,99103,99021,98527,98146,99022,98558,99005,98286,98569,98359,98310,98365,98194,98237,98448,98239,98576,98821,99326,98937,98438,98648,98571,99033,98639,99210,99012,98039,98349,98862,98807,98511,98822,98075,98590,98241,98947,98013,99110,98537,98625,98015,99323,99023,98195,98858,99032,98276,98464,99031,98836,98828,98439,98325,99346,99155,98238,99173,98333,98281,98617,98141,98675,98394,98417,98589,98240,98490,98220,98139,99009,98251,99360,98255,98548,98294,98304,99361,99115,98261,98388,98380,98824,98832,98833,98267,98827,98570,98650,98645,98638,98358,99228,98562,98324,98673,98350,98587,98376,98073,99140,99003,98834,98851,98041,98566,98846,93280,98280,98340}
@attribute 'Jobs Retained' numeric

@data
'\"e $150,000-350,000\"',98109,11
'\"e $150,000-350,000\"',98110,14
'\"e $150,000-350,000\"',98942,0
'\"e $150,000-350,000\"',98033,26
'\"e $150,000-350,000\"',98020,26
'\"e $150,000-350,000\"',98133,0
'\"e $150,000-350,000\"',98335,5
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98665,25
'\"e $150,000-350,000\"',98225,18
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',98034,0
'\"e $150,000-350,000\"',98199,18
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98204,20
'\"e $150,000-350,000\"',98104,18
'\"e $150,000-350,000\"',98948,0
'\"e $150,000-350,000\"',98501,29
'\"e $150,000-350,000\"',98002,0
'\"e $150,000-350,000\"',98660,16
'\"e $150,000-350,000\"',99224,0
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98144,12
'\"e $150,000-350,000\"',98264,13
'\"e $150,000-350,000\"',98372,0
'\"e $150,000-350,000\"',98661,13
'\"e $150,000-350,000\"',98292,0
'\"e $150,000-350,000\"',98021,12
'\"e $150,000-350,000\"',98104,8
'\"e $150,000-350,000\"',98026,92
'\"e $150,000-350,000\"',98203,18
'\"e $150,000-350,000\"',98007,0
'\"e $150,000-350,000\"',98532,29
'\"e $150,000-350,000\"',98532,0
'\"e $150,000-350,000\"',98532,35
'\"e $150,000-350,000\"',98532,14
'\"e $150,000-350,000\"',98532,0
'\"e $150,000-350,000\"',98801,16
'\"e $150,000-350,000\"',98502,0
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98499,16
'\"e $150,000-350,000\"',99004,34
'\"e $150,000-350,000\"',99004,0
'\"e $150,000-350,000\"',98660,8
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',99337,0
'\"e $150,000-350,000\"',98019,10
'\"e $150,000-350,000\"',98199,40
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98092,13
'\"e $150,000-350,000\"',98686,17
'\"e $150,000-350,000\"',99109,9
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',98105,22
'\"e $150,000-350,000\"',99301,19
'\"e $150,000-350,000\"',98682,21
'\"e $150,000-350,000\"',98104,47
'\"e $150,000-350,000\"',98248,41
'\"e $150,000-350,000\"',98908,37
'\"e $150,000-350,000\"',98225,19
'\"e $150,000-350,000\"',98119,18
'\"e $150,000-350,000\"',98383,46
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98199,12
'\"e $150,000-350,000\"',98116,47
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',98331,16
'\"e $150,000-350,000\"',99216,0
'\"e $150,000-350,000\"',98031,0
'\"e $150,000-350,000\"',98168,5
'\"e $150,000-350,000\"',98408,13
'\"e $150,000-350,000\"',98052,23
'\"e $150,000-350,000\"',98273,0
'\"e $150,000-350,000\"',98604,24
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',99354,35
'\"e $150,000-350,000\"',98445,0
'\"e $150,000-350,000\"',98133,35
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',99354,14
'\"e $150,000-350,000\"',98003,63
'\"e $150,000-350,000\"',98499,30
'\"e $150,000-350,000\"',98607,44
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98625,15
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',98032,23
'\"e $150,000-350,000\"',98005,0
'\"e $150,000-350,000\"',98121,10
'\"e $150,000-350,000\"',98374,0
'\"e $150,000-350,000\"',98011,13
'\"e $150,000-350,000\"',98027,30
'\"e $150,000-350,000\"',98005,10
'\"e $150,000-350,000\"',98122,19
'\"e $150,000-350,000\"',98229,0
'\"e $150,000-350,000\"',98225,18
'\"e $150,000-350,000\"',98045,22
'\"e $150,000-350,000\"',98391,0
'\"e $150,000-350,000\"',98665,55
'\"e $150,000-350,000\"',98225,30
'\"e $150,000-350,000\"',98065,29
'\"e $150,000-350,000\"',98110,0
'\"e $150,000-350,000\"',98133,9
'\"e $150,000-350,000\"',98101,39
'\"e $150,000-350,000\"',99301,35
'\"e $150,000-350,000\"',99202,21
'\"e $150,000-350,000\"',98007,11
'\"e $150,000-350,000\"',98402,12
'\"e $150,000-350,000\"',98661,42
'\"e $150,000-350,000\"',98225,0
'\"e $150,000-350,000\"',98204,14
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98501,40
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98003,11
'\"e $150,000-350,000\"',98112,33
'\"e $150,000-350,000\"',98104,20
'\"e $150,000-350,000\"',98683,20
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98006,24
'\"e $150,000-350,000\"',98312,0
'\"e $150,000-350,000\"',98502,32
'\"e $150,000-350,000\"',98072,25
'\"e $150,000-350,000\"',98117,10
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',99362,34
'\"e $150,000-350,000\"',98104,18
'\"e $150,000-350,000\"',98663,27
'\"e $150,000-350,000\"',98604,36
'\"e $150,000-350,000\"',98661,0
'\"e $150,000-350,000\"',98686,0
'\"e $150,000-350,000\"',98682,44
'\"e $150,000-350,000\"',98660,0
'\"e $150,000-350,000\"',98033,21
'\"e $150,000-350,000\"',98942,22
'\"e $150,000-350,000\"',99114,0
'\"e $150,000-350,000\"',98624,3
'\"e $150,000-350,000\"',99037,19
'\"e $150,000-350,000\"',98848,8
'\"e $150,000-350,000\"',98072,27
'\"e $150,000-350,000\"',98109,28
'\"e $150,000-350,000\"',98134,16
'\"e $150,000-350,000\"',98685,12
'\"e $150,000-350,000\"',99350,55
'\"e $150,000-350,000\"',98005,14
'\"e $150,000-350,000\"',99336,8
'\"e $150,000-350,000\"',99202,19
'\"e $150,000-350,000\"',98370,26
'\"e $150,000-350,000\"',98134,16
'\"e $150,000-350,000\"',98424,5
'\"e $150,000-350,000\"',98383,13
'\"e $150,000-350,000\"',98201,14
'\"e $150,000-350,000\"',98201,14
'\"e $150,000-350,000\"',98052,11
'\"e $150,000-350,000\"',98168,13
'\"e $150,000-350,000\"',98032,27
'\"e $150,000-350,000\"',99336,11
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',99336,13
'\"e $150,000-350,000\"',98372,0
'\"e $150,000-350,000\"',98373,11
'\"e $150,000-350,000\"',99350,0
'\"e $150,000-350,000\"',99352,25
'\"e $150,000-350,000\"',98104,11
'\"e $150,000-350,000\"',98208,14
'\"e $150,000-350,000\"',98004,11
'\"e $150,000-350,000\"',98004,109
'\"e $150,000-350,000\"',98106,18
'\"e $150,000-350,000\"',98033,10
'\"e $150,000-350,000\"',98126,14
'\"e $150,000-350,000\"',98104,17
'\"e $150,000-350,000\"',98445,15
'\"e $150,000-350,000\"',99301,0
'\"e $150,000-350,000\"',99336,39
'\"e $150,000-350,000\"',99336,77
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',98001,0
'\"e $150,000-350,000\"',98057,0
'\"e $150,000-350,000\"',98607,53
'\"e $150,000-350,000\"',98221,0
'\"e $150,000-350,000\"',98087,28
'\"e $150,000-350,000\"',98028,0
'\"e $150,000-350,000\"',98007,23
'\"e $150,000-350,000\"',98045,24
'\"e $150,000-350,000\"',98107,0
'\"e $150,000-350,000\"',98274,11
'\"e $150,000-350,000\"',98531,19
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',98233,12
'\"e $150,000-350,000\"',98199,0
'\"e $150,000-350,000\"',98227,0
'\"e $150,000-350,000\"',98107,10
'\"e $150,000-350,000\"',98516,57
'\"e $150,000-350,000\"',98631,21
'\"e $150,000-350,000\"',98112,41
'\"e $150,000-350,000\"',98201,32
'\"e $150,000-350,000\"',98110,14
'\"e $150,000-350,000\"',99216,26
'\"e $150,000-350,000\"',98445,18
'\"e $150,000-350,000\"',98115,22
'\"e $150,000-350,000\"',98501,35
'\"e $150,000-350,000\"',99202,14
'\"e $150,000-350,000\"',98118,10
'\"e $150,000-350,000\"',98801,55
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98908,12
'\"e $150,000-350,000\"',98105,0
'\"e $150,000-350,000\"',98244,23
'\"e $150,000-350,000\"',98003,17
'\"e $150,000-350,000\"',99301,31
'\"e $150,000-350,000\"',98115,30
'\"e $150,000-350,000\"',98101,21
'\"e $150,000-350,000\"',98168,48
'\"e $150,000-350,000\"',98007,21
'\"e $150,000-350,000\"',98108,14
'\"e $150,000-350,000\"',98034,18
'\"e $150,000-350,000\"',99205,16
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98188,0
'\"e $150,000-350,000\"',98512,0
'\"e $150,000-350,000\"',98661,21
'\"e $150,000-350,000\"',98501,60
'\"e $150,000-350,000\"',98837,500
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',99301,12
'\"e $150,000-350,000\"',99352,15
'\"e $150,000-350,000\"',98118,17
'\"e $150,000-350,000\"',99352,67
'\"e $150,000-350,000\"',98660,45
'\"e $150,000-350,000\"',98661,9
'\"e $150,000-350,000\"',98604,52
'\"e $150,000-350,000\"',98662,17
'\"e $150,000-350,000\"',98664,0
'\"e $150,000-350,000\"',98682,20
'\"e $150,000-350,000\"',99301,0
'\"e $150,000-350,000\"',99346,0
'\"e $150,000-350,000\"',98445,13
'\"e $150,000-350,000\"',99302,14
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',98665,18
'\"e $150,000-350,000\"',99114,21
'\"e $150,000-350,000\"',99155,13
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',98275,16
'\"e $150,000-350,000\"',98038,22
'\"e $150,000-350,000\"',98223,15
'\"e $150,000-350,000\"',98466,13
'\"e $150,000-350,000\"',98112,0
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98273,12
'\"e $150,000-350,000\"',98424,0
'\"e $150,000-350,000\"',98034,0
'\"e $150,000-350,000\"',98642,0
'\"e $150,000-350,000\"',98290,0
'\"e $150,000-350,000\"',98642,18
'\"e $150,000-350,000\"',98512,10
'\"e $150,000-350,000\"',98282,8
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',99352,31
'\"e $150,000-350,000\"',98003,18
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98021,35
'\"e $150,000-350,000\"',98801,13
'\"e $150,000-350,000\"',98115,83
'\"e $150,000-350,000\"',98660,12
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98003,35
'\"e $150,000-350,000\"',98027,14
'\"e $150,000-350,000\"',98033,35
'\"e $150,000-350,000\"',98052,15
'\"e $150,000-350,000\"',98684,15
'\"e $150,000-350,000\"',98373,13
'\"e $150,000-350,000\"',98002,29
'\"e $150,000-350,000\"',98258,13
'\"e $150,000-350,000\"',99202,24
'\"e $150,000-350,000\"',98801,8
'\"e $150,000-350,000\"',98032,19
'\"e $150,000-350,000\"',98002,18
'\"e $150,000-350,000\"',98201,16
'\"e $150,000-350,000\"',98275,0
'\"e $150,000-350,000\"',98223,0
'\"e $150,000-350,000\"',98103,8
'\"e $150,000-350,000\"',98662,16
'\"e $150,000-350,000\"',98665,17
'\"e $150,000-350,000\"',98826,23
'\"e $150,000-350,000\"',98121,0
'\"e $150,000-350,000\"',98404,46
'\"e $150,000-350,000\"',98354,19
'\"e $150,000-350,000\"',98271,23
'\"e $150,000-350,000\"',98040,11
'\"e $150,000-350,000\"',98387,17
'\"e $150,000-350,000\"',98121,15
'\"e $150,000-350,000\"',98101,9
'\"e $150,000-350,000\"',98052,29
'\"e $150,000-350,000\"',98008,0
'\"e $150,000-350,000\"',98117,18
'\"e $150,000-350,000\"',98801,72
'\"e $150,000-350,000\"',98115,53
'\"e $150,000-350,000\"',98004,33
'\"e $150,000-350,000\"',98902,0
'\"e $150,000-350,000\"',98563,22
'\"e $150,000-350,000\"',99326,26
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98033,17
'\"e $150,000-350,000\"',98001,15
'\"e $150,000-350,000\"',98119,18
'\"e $150,000-350,000\"',99205,0
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',99207,27
'\"e $150,000-350,000\"',98101,30
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98168,112
'\"e $150,000-350,000\"',98424,0
'\"e $150,000-350,000\"',98424,0
'\"e $150,000-350,000\"',98424,0
'\"e $150,000-350,000\"',98003,12
'\"e $150,000-350,000\"',98409,10
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98335,0
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98034,9
'\"e $150,000-350,000\"',98012,16
'\"e $150,000-350,000\"',98033,13
'\"e $150,000-350,000\"',98604,18
'\"e $150,000-350,000\"',99025,24
'\"e $150,000-350,000\"',98225,12
'\"e $150,000-350,000\"',98642,14
'\"e $150,000-350,000\"',98238,0
'\"e $150,000-350,000\"',98604,0
'\"e $150,000-350,000\"',98115,0
'\"e $150,000-350,000\"',98121,28
'\"e $150,000-350,000\"',99208,25
'\"e $150,000-350,000\"',99208,22
'\"e $150,000-350,000\"',98188,9
'\"e $150,000-350,000\"',98104,8
'\"e $150,000-350,000\"',99205,0
'\"e $150,000-350,000\"',98072,18
'\"e $150,000-350,000\"',98028,12
'\"e $150,000-350,000\"',98506,19
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98446,0
'\"e $150,000-350,000\"',98368,0
'\"e $150,000-350,000\"',99208,30
'\"e $150,000-350,000\"',98247,29
'\"e $150,000-350,000\"',98005,14
'\"e $150,000-350,000\"',98188,0
'\"e $150,000-350,000\"',98042,11
'\"e $150,000-350,000\"',99353,28
'\"e $150,000-350,000\"',98902,12
'\"e $150,000-350,000\"',98903,16
'\"e $150,000-350,000\"',98225,0
'\"e $150,000-350,000\"',98661,8
'\"e $150,000-350,000\"',98402,27
'\"e $150,000-350,000\"',98660,13
'\"e $150,000-350,000\"',98409,20
'\"e $150,000-350,000\"',98034,15
'\"e $150,000-350,000\"',98028,12
'\"e $150,000-350,000\"',98072,0
'\"e $150,000-350,000\"',98264,17
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',98372,22
'\"e $150,000-350,000\"',98233,0
'\"e $150,000-350,000\"',99173,0
'\"e $150,000-350,000\"',98290,0
'\"e $150,000-350,000\"',98532,31
'\"e $150,000-350,000\"',98908,24
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',99344,17
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',98101,28
'\"e $150,000-350,000\"',99001,0
'\"e $150,000-350,000\"',98671,20
'\"e $150,000-350,000\"',98057,7
'\"e $150,000-350,000\"',98387,0
'\"e $150,000-350,000\"',98273,11
'\"e $150,000-350,000\"',98121,0
'\"e $150,000-350,000\"',99201,56
'\"e $150,000-350,000\"',99201,60
'\"e $150,000-350,000\"',98005,16
'\"e $150,000-350,000\"',98104,45
'\"e $150,000-350,000\"',99352,35
'\"e $150,000-350,000\"',98329,40
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98662,21
'\"e $150,000-350,000\"',98366,15
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98077,0
'\"e $150,000-350,000\"',98335,32
'\"e $150,000-350,000\"',98003,15
'\"e $150,000-350,000\"',98199,15
'\"e $150,000-350,000\"',98660,26
'\"e $150,000-350,000\"',98101,9
'\"e $150,000-350,000\"',99201,16
'\"e $150,000-350,000\"',98362,60
'\"e $150,000-350,000\"',98258,49
'\"e $150,000-350,000\"',99357,0
'\"e $150,000-350,000\"',98002,0
'\"e $150,000-350,000\"',98040,36
'\"e $150,000-350,000\"',98101,18
'\"e $150,000-350,000\"',98663,16
'\"e $150,000-350,000\"',98116,0
'\"e $150,000-350,000\"',98831,29
'\"e $150,000-350,000\"',98837,0
'\"e $150,000-350,000\"',98006,0
'\"e $150,000-350,000\"',98032,46
'\"e $150,000-350,000\"',99301,35
'\"e $150,000-350,000\"',98445,0
'\"e $150,000-350,000\"',98826,14
'\"e $150,000-350,000\"',98632,0
'\"e $150,000-350,000\"',98004,10
'\"e $150,000-350,000\"',99344,26
'\"e $150,000-350,000\"',98019,0
'\"e $150,000-350,000\"',98034,0
'\"e $150,000-350,000\"',98012,12
'\"e $150,000-350,000\"',98103,26
'\"e $150,000-350,000\"',98273,0
'\"e $150,000-350,000\"',99352,12
'\"e $150,000-350,000\"',99354,10
'\"e $150,000-350,000\"',98121,10
'\"e $150,000-350,000\"',98333,20
'\"e $150,000-350,000\"',98051,13
'\"e $150,000-350,000\"',98362,16
'\"e $150,000-350,000\"',99202,0
'\"e $150,000-350,000\"',98103,18
'\"e $150,000-350,000\"',98166,25
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98021,10
'\"e $150,000-350,000\"',99301,13
'\"e $150,000-350,000\"',98370,23
'\"e $150,000-350,000\"',98662,18
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98008,14
'\"e $150,000-350,000\"',98034,17
'\"e $150,000-350,000\"',98226,17
'\"e $150,000-350,000\"',98221,0
'\"e $150,000-350,000\"',99403,0
'\"e $150,000-350,000\"',98011,18
'\"e $150,000-350,000\"',98926,17
'\"e $150,000-350,000\"',98685,25
'\"e $150,000-350,000\"',98662,15
'\"e $150,000-350,000\"',98908,22
'\"e $150,000-350,000\"',98004,16
'\"e $150,000-350,000\"',98106,24
'\"e $150,000-350,000\"',98133,14
'\"e $150,000-350,000\"',98047,0
'\"e $150,000-350,000\"',98801,38
'\"e $150,000-350,000\"',98136,0
'\"e $150,000-350,000\"',98926,23
'\"e $150,000-350,000\"',98107,24
'\"e $150,000-350,000\"',99206,20
'\"e $150,000-350,000\"',98033,15
'\"e $150,000-350,000\"',98109,15
'\"e $150,000-350,000\"',98105,8
'\"e $150,000-350,000\"',98103,26
'\"e $150,000-350,000\"',98506,0
'\"e $150,000-350,000\"',99336,41
'\"e $150,000-350,000\"',98036,12
'\"e $150,000-350,000\"',98043,0
'\"e $150,000-350,000\"',98028,0
'\"e $150,000-350,000\"',98258,10
'\"e $150,000-350,000\"',98178,16
'\"e $150,000-350,000\"',98043,0
'\"e $150,000-350,000\"',99216,16
'\"e $150,000-350,000\"',98902,25
'\"e $150,000-350,000\"',98198,0
'\"e $150,000-350,000\"',98926,17
'\"e $150,000-350,000\"',98661,9
'\"e $150,000-350,000\"',98903,12
'\"e $150,000-350,000\"',98188,10
'\"e $150,000-350,000\"',99301,106
'\"e $150,000-350,000\"',98103,13
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',98101,15
'\"e $150,000-350,000\"',98032,27
'\"e $150,000-350,000\"',98373,10
'\"e $150,000-350,000\"',98258,21
'\"e $150,000-350,000\"',99163,0
'\"e $150,000-350,000\"',98112,0
'\"e $150,000-350,000\"',98233,0
'\"e $150,000-350,000\"',98038,0
'\"e $150,000-350,000\"',98037,16
'\"e $150,000-350,000\"',98402,15
'\"e $150,000-350,000\"',99205,0
'\"e $150,000-350,000\"',98226,15
'\"e $150,000-350,000\"',98466,0
'\"e $150,000-350,000\"',98391,20
'\"e $150,000-350,000\"',98443,11
'\"e $150,000-350,000\"',99207,20
'\"e $150,000-350,000\"',98107,7
'\"e $150,000-350,000\"',98032,20
'\"e $150,000-350,000\"',98685,19
'\"e $150,000-350,000\"',98660,14
'\"e $150,000-350,000\"',98103,18
'\"e $150,000-350,000\"',98004,15
'\"e $150,000-350,000\"',98901,18
'\"e $150,000-350,000\"',99362,16
'\"e $150,000-350,000\"',98424,15
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98077,14
'\"e $150,000-350,000\"',98034,0
'\"e $150,000-350,000\"',98597,0
'\"e $150,000-350,000\"',98938,0
'\"e $150,000-350,000\"',98258,0
'\"e $150,000-350,000\"',99338,22
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',98104,46
'\"e $150,000-350,000\"',98045,12
'\"e $150,000-350,000\"',98926,47
'\"e $150,000-350,000\"',98250,0
'\"e $150,000-350,000\"',98281,0
'\"e $150,000-350,000\"',98225,38
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98363,11
'\"e $150,000-350,000\"',98005,17
'\"e $150,000-350,000\"',98503,22
'\"e $150,000-350,000\"',98903,0
'\"e $150,000-350,000\"',98683,0
'\"e $150,000-350,000\"',99216,19
'\"e $150,000-350,000\"',98001,18
'\"e $150,000-350,000\"',98550,19
'\"e $150,000-350,000\"',98273,17
'\"e $150,000-350,000\"',98362,60
'\"e $150,000-350,000\"',98683,39
'\"e $150,000-350,000\"',98391,22
'\"e $150,000-350,000\"',98626,10
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',98118,35
'\"e $150,000-350,000\"',98617,25
'\"e $150,000-350,000\"',98007,0
'\"e $150,000-350,000\"',98204,18
'\"e $150,000-350,000\"',98275,0
'\"e $150,000-350,000\"',98686,24
'\"e $150,000-350,000\"',98250,0
'\"e $150,000-350,000\"',98837,8
'\"e $150,000-350,000\"',99180,0
'\"e $150,000-350,000\"',98055,24
'\"e $150,000-350,000\"',98604,15
'\"e $150,000-350,000\"',98671,15
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',99216,0
'\"e $150,000-350,000\"',98052,10
'\"e $150,000-350,000\"',98003,0
'\"e $150,000-350,000\"',98684,25
'\"e $150,000-350,000\"',98042,53
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',99206,21
'\"e $150,000-350,000\"',98057,36
'\"e $150,000-350,000\"',98014,16
'\"e $150,000-350,000\"',98511,0
'\"e $150,000-350,000\"',98277,14
'\"e $150,000-350,000\"',98108,24
'\"e $150,000-350,000\"',98052,12
'\"e $150,000-350,000\"',98296,17
'\"e $150,000-350,000\"',98188,24
'\"e $150,000-350,000\"',98225,30
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98026,0
'\"e $150,000-350,000\"',98683,0
'\"e $150,000-350,000\"',98052,6
'\"e $150,000-350,000\"',98104,11
'\"e $150,000-350,000\"',98107,31
'\"e $150,000-350,000\"',98006,0
'\"e $150,000-350,000\"',98056,13
'\"e $150,000-350,000\"',98221,30
'\"e $150,000-350,000\"',98125,20
'\"e $150,000-350,000\"',98948,0
'\"e $150,000-350,000\"',98312,0
'\"e $150,000-350,000\"',98802,43
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98837,14
'\"e $150,000-350,000\"',98141,15
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',99203,0
'\"e $150,000-350,000\"',98671,0
'\"e $150,000-350,000\"',99201,10
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98110,23
'\"e $150,000-350,000\"',98908,15
'\"e $150,000-350,000\"',98290,15
'\"e $150,000-350,000\"',98660,20
'\"e $150,000-350,000\"',98402,0
'\"e $150,000-350,000\"',98801,17
'\"e $150,000-350,000\"',98683,14
'\"e $150,000-350,000\"',98104,12
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98134,14
'\"e $150,000-350,000\"',98104,13
'\"e $150,000-350,000\"',98604,15
'\"e $150,000-350,000\"',98273,13
'\"e $150,000-350,000\"',98391,27
'\"e $150,000-350,000\"',98036,0
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',98105,25
'\"e $150,000-350,000\"',98901,0
'\"e $150,000-350,000\"',98675,59
'\"e $150,000-350,000\"',98203,0
'\"e $150,000-350,000\"',98390,28
'\"e $150,000-350,000\"',99006,0
'\"e $150,000-350,000\"',98051,7
'\"e $150,000-350,000\"',98107,20
'\"e $150,000-350,000\"',98188,0
'\"e $150,000-350,000\"',99216,0
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',98101,7
'\"e $150,000-350,000\"',98032,25
'\"e $150,000-350,000\"',98126,0
'\"e $150,000-350,000\"',98685,0
'\"e $150,000-350,000\"',98233,19
'\"e $150,000-350,000\"',98105,0
'\"e $150,000-350,000\"',98373,50
'\"e $150,000-350,000\"',98409,0
'\"e $150,000-350,000\"',98168,14
'\"e $150,000-350,000\"',98372,20
